"product_name","new_cat","new_subcat","cat","subcat"
"Reebok Printed Women's Round Neck T-Shirt","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Alan Woods Blue Denim Slim Jeans (Size-32)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Jockey Solid Men's V-neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Locomotive Men's Solid Casual Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"GDivine Yellow And  Royal Blue Cotton Pack Of 2 Tshirt (Size-L)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Basics Men's Checkered Casual Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Escan Smart Orange Flip Flops With Peacock Feather Print (Size-7)","Shoes and Footwear","null","Apparel & Accessories","Men's Clothing"
"Ten Red And Black Bellies (Size-7)","Shoes and Footwear","Women's Footwear","Apparel & Accessories","Men's Clothing"
"Pepe Jeans Men's Solid Casual Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Locomotive Men's Printed Casual Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Denzor Black Cotton T-Shirt (Size-44)","Apparel and Accessories","null","Apparel & Accessories","Men's Clothing"
"Jockey Usa Originals Printed Brief For Men Pack Of 5 (Size-90-95 cms)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Flying Men Blue Cotton Regular Jeans (Size-34)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Being Fab White Cotton Solid Casual Shirt (Size-M)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Arrow Men's Checkered Formal Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"612 Ivy League Full Sleeve Solid Girl's Jacket","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Russell Athletic Men's Shorts","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Vero Moda Women's Striped Casual Shirt","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Being Fab Black Cotton Casual Shirt (Size-40)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Being Fab White Cotton Solid Casual Shirt (Size-L)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Being Fab Blue Cotton Casual Shirt (Size-38)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Wrangler Men's Printed Casual Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Le Bison Printed Women's Round Neck T-Shirt","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Blue Monkey Full Sleeve Solid Men's Sweatshirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Zovi Striped Men's Polo T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Jade Tie Up Flats","Shoes and Footwear","null","Apparel & Accessories","Men's Clothing"
"Zovi Full Sleeve Solid Men's Jacket","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Fashion Stylus Men's Checkered Casual Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Proline Solid Men's Basic Shorts","Apparel and Accessories","null","Apparel & Accessories","Men's Clothing"
"Ajile by Pantaloons Solid Men's Polo Neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Demokrazy Cotton Full Sleeve T-Shirt With Hood Grey|Demokrazy Workout T shirt For Man","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Parx Slim Fit Men's Trousers","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Jealous 21 Skinny Fit Women's Jeans","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Flippd Striped Men's Henley T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"High Star Printed Men's Boxer","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Amari West Slim Fit Women's Trousers","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Wear Your Mind Solid Men's Polo T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Jockey Solid Men's Polo T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Russell Athletic Printed Men's Round Neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Fashion205 Regular Fit Women's Trousers","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"United Colors of Benetton Women's Trousers","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Wrangler Full Sleeve Solid Men's Sweatshirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Kz Classics Blue And Green Heels (Size-6)","Shoes and Footwear","Women's Footwear","Apparel & Accessories","Men's Clothing"
"Jockey White Cotton Pack Of 6 Briefs (Size-110-115 cm)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"JMK Hosiery Track pant From Man Grey With Blue Strip","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Demokrazy Holi DM-1 T shirt For Men White","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Levi's Printed Men's Round Neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Ray Ban Aviator Sunglasses","Watches, Eyewear and Jewellery","Eyewear","Watches, Eyewear and Jewellery","Eyewear"
"Super Dry Solid Men's Polo T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"IZOD Printed Men's Round Neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Adidas Printed Men's Round Neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Tickles Boy's Solid Casual Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Puma Sleeveless Solid Men's Jacket","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Smiley World Printed Men's Round Neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Flying Machine Skinny Fit Fit Men's Jeans","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Levi's Striped Men's Polo T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Skyways Olc Wayfarer Sunglasses","Watches, Eyewear and Jewellery","Eyewear","Watches, Eyewear and Jewellery","Eyewear"
"Wrangler Slim Fit Women's Jeans","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Pi Zon Pink Satin Slim Fit Casual Trouser (Size-32)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Denzor White;Blue Viscose T-Shirt (Size-44)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Ten Denim Black Loafers (Size-6) | Ten Black And Grey Bellies (Size-6)","Shoes and Footwear","Women's Footwear","Apparel & Accessories","Men's Clothing"
"WEB JEANS Beige Cotton Casual Trouser Size-34","Apparel and Accessories","null","Apparel & Accessories","Men's Clothing"
"Jockey Comfort Plus Modern Brief For Men Pack Of 5 (Size-100-105 cms)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Gini & Jony Printed Boy's Round Neck T-Shirt","Apparel and Accessories","Kids' Clothing","Apparel & Accessories","Men's Clothing"
"Being Fab Black Cotton Casual Shirt (Size-42)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Jack & Jones Solid Men's Henley T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Jockey Comfies Sport Top For Women Pack Of 3 (Size-M)","Sports and Outdoors","Sports Clothing","Apparel & Accessories","Men's Clothing"
"Saadgi White Khadi And Cotton Formal Shirt (Size-S)","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Levi's Tapered Fit Men's Jeans","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Gas Straigeht Fit Fit Men's Jeans","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Cotton Unisex Tee+Cotton Unisex Tee  Navy+Red   XL+XL   1+1","Apparel and Accessories","null","Apparel & Accessories","Men's Clothing"
"Rain Suit For Ladies And Gents|iLiv Raincoat For Men","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Wildcraft Solid Men's Raincoat","Apparel and Accessories","Men's Accessories","Apparel & Accessories","Men's Clothing"
"Artengo Men's Solid Ankle Length Socks","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Nike Socks Pack of 3","Shoes and Footwear","null","Apparel & Accessories","Men's Clothing"
"Wildcraft Solid Men's Round Neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Dark newy green raincoat with lower(XL&L)","Apparel and Accessories","null","Apparel & Accessories","Men's Clothing"
"Pack of 6 ankle socks (Premium quality)","Shoes and Footwear","null","Apparel & Accessories","Men's Clothing"
"JOVIAL MART STORE 1 DASHING COTTON DENIM BLACK JEANS|JOVIAL MART STORE 1 DASHING COTTON DENIM BLACK  JEANS","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"JOVIAL MART 1 DENIM DARK BLUE JEANS","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Zovi Solid Men's V-neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Stylogue Black Blended T-Shirt (Size-XL)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Cool Quotient Blue T-Shirt (Size-2 Years)","Apparel and Accessories","Kids' Clothing","Apparel & Accessories","Men's Clothing"
"Top Notch Solid Men's Round Neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Nike Black Polyester Track Pant (Size-32)","Sports and Outdoors","Sports Clothing","Apparel & Accessories","Men's Clothing"
"Adidas Black Polyester Trackpant (Size-34)","Sports and Outdoors","Sports Clothing","Apparel & Accessories","Men's Clothing"
"Miss Wow Cream Cotton Skinny Fit Jegging (Size-28)","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Levis 511 Blue Cotton Jeans (Size-30)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Levis Redloop Skinny Fit Blue Jeans (Size - 32)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Levis 505 Blue Cotton Jeans (Size-36)","Apparel and Accessories","null","Apparel & Accessories","Men's Clothing"
"Levis 511 Blue Cotton Jeans (Size-34)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Redtape Black Cotton T-Shirt (Size-XL)","Apparel and Accessories","null","Apparel & Accessories","Men's Clothing"
"Norbu Rubrised Rain Coat With Tapping (Size-L)","Apparel and Accessories","null","Apparel & Accessories","Men's Clothing"
"Lux Panties For Women Pack Of 5 (Size-90)","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Levi's Striped Men's Round Neck T-Shirt","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"U.S. Polo Assn. Solid V-neck Casual Men's Sweater","Apparel and Accessories","Men's Accessories","Apparel & Accessories","Men's Clothing"
"Redtape White Cotton T-Shirt (Size-XL)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Jovial Mart Dark Blue Regular Fit Denim Jeans (Size-34) | Jovial Mart Black Regular Fit Denim Jeans (Size-34)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Redtape Orange Cotton T-Shirt (Size-M)","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Highlander Regular Fit Men's Trousers","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Proline Solid Men's Track Pants","Sports and Outdoors","Sports Clothing","Apparel & Accessories","Men's Clothing"
"Puma Solid Men's Boxer","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Ice Bear Solid Full Fingered Men's Gloves","Apparel and Accessories","Men's Accessories","Apparel & Accessories","Men's Clothing"
"Nick & Jess Men's Pyjama Pyjama","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Zadine Solid Men's Raincoat","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Shuz Touch Olive Bellies (Size-40)","Shoes and Footwear","Women's Footwear","Apparel & Accessories","Men's Clothing"
"Cool Quotient Multicolor T-Shirt (Size-9-10 Years)","Apparel and Accessories","Kids' Clothing","Apparel & Accessories","Men's Clothing"
"Ice Bear Solid Winter Men's Gloves","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Small Toes Casual Shoes","Shoes and Footwear","Kids' Footwear","Apparel & Accessories","Men's Clothing"
"Kishore Dresses Baby Boy's Angarkha and Dhoti Pant","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"Ice Bear Solid Monkey Cap Cap","Apparel and Accessories","Men's Accessories","Apparel & Accessories","Men's Clothing"
"Barevogue Blue Silk Blend Waistcoat (Size-40)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Nike Black Polyester Trackpant (Size-34)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Elaine Regular Fit Women's Trousers","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Men's Clothing"
"12 Pairs Of Men & Women Sports Ankled Cotton Socks","Apparel and Accessories","Women's Accessories","Apparel & Accessories","Men's Clothing"
"London Bee Men's Cargos","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"United colours of Benetton Cream Linen Casual Shirt (Size-M)","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Aerotech Blue Micro Polyester T-Shirt (Size-S)","Apparel and Accessories","null","Apparel & Accessories","Men's Clothing"
"London Bee Black Color Printed Men's Boxer","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Men's Clothing"
"Combo of Aviator Sunglasses + Adidas Deodrant","Watches, Eyewear and Jewellery","Eyewear","Watches, Eyewear and Jewellery","Eyewear"
"Dotnditto Girl's A-line Dress","Apparel and Accessories","Kids' Clothing","Apparel & Accessories","Women's Clothing"
"Dotnditto Girl's Gathered Dress","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Women's Clothing"
"Pure Nautanki Solid Women's Tunic","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Women's Clothing"
"Dotnditto Floral Print Girl's Ghagra, Choli, Dupatta Set","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Women's Clothing"
"House Of Tantrums Casual, Formal, Lounge Wear 3/4 Sleeve Self Design Women's Top","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Women's Clothing"
"Jaipur Kurti Self Design, Solid","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Women's Clothing"
"Divya Fashion Green Bellies (Size-7)","Shoes and Footwear","Women's Footwear","Apparel & Accessories","Women's Clothing"
"Oleva Green Cotton Bra (Size-34)","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Women's Clothing"
